age,gender,annual_income,policy_type,premium_amount,incident_type,incident_hour,num_witnesses,police_report,previous_claims,vehicle_age,region_risk,claim_amount,claim_frequency,claim_to_premium_ratio,fraud_label
30,Male,1992837,Gold,48910,Collision,19,5,0,11,2,0.369830855,173749.4889,0.846153846,3.552432814,1
32,Male,1798769,Gold,35480,Theft,23,4,1,9,4,0.203800939,102694.0947,0.6,2.89442206,1
40,Male,404580,Gold,57527,Collision,22,0,0,0,2,0.175881331,270488.4702,0,4.70193944,1
61,Female,774673,Gold,56902,Theft,4,2,0,6,9,0.919017484,286007.7117,0.136363636,5.026320897,1
43,Female,1279229,Gold,37191,Collision,21,4,0,4,0,0.912489221,129661.0539,0.153846154,3.486355675,0
21,Male,1340441,Premium,14546,Other,23,2,0,10,9,0.845204679,68467.27879,2.5,4.706948906,1
43,Male,1726512,Premium,41044,Theft,14,5,1,2,13,0.307292981,199276.9872,0.076923077,4.855203859,1
57,Female,850101,Premium,54600,Other,11,0,1,10,4,0.753301549,267358.6829,0.25,4.896679174,1
26,Female,1394447,Gold,26921,Collision,13,0,1,1,7,0.630740919,138696.571,0.111111111,5.151984362,1
22,Male,1964039,Gold,53776,Other,10,1,1,6,4,0.146110072,230520.6462,1.2,4.28668265,0
49,Female,448535,Basic,41940,Collision,20,4,1,8,14,0.909627176,113095.1513,0.25,2.696593974,0
37,Male,1787916,Premium,50951,Other,8,5,0,8,3,0.998183878,201960.1682,0.4,3.963811667,1
67,Male,337116,Gold,17836,Theft,19,5,1,9,8,0.737849295,71534.85135,0.18,4.010700345,0
28,Male,350943,Gold,13989,Collision,7,5,1,9,12,0.308357034,41996.50072,0.818181818,3.002108851,0
32,Female,420375,Gold,57648,Other,11,3,1,7,0,0.598968635,142283.988,0.466666667,2.468151332,1
49,Female,705935,Basic,18740,Collision,2,2,0,1,4,0.198442443,47020.13854,0.03125,2.509078898,1
45,Female,1794245,Gold,35180,Collision,20,0,1,0,0,0.368901298,64356.38958,0,1.829345923,1
39,Female,1921210,Basic,18102,Collision,14,2,1,7,14,0.745530417,77476.96548,0.318181818,4.2800224,0
58,Male,967522,Basic,20357,Fire,7,2,1,1,5,0.370966809,75903.78141,0.024390244,3.728632972,0
34,Female,1205344,Premium,56334,Collision,6,3,1,3,14,0.232485314,172617.9028,0.176470588,3.064186865,1
43,Male,545252,Gold,53381,Other,16,0,1,11,9,0.106724067,189120.0913,0.423076923,3.542835303,0
61,Male,1483596,Basic,35255,Fire,11,1,0,3,8,0.615262964,138871.889,0.068181818,3.939069323,0
24,Male,249892,Gold,41094,Other,19,5,1,1,10,0.971803471,87945.59337,0.142857143,2.140107884,0
59,Female,381593,Premium,30221,Fire,17,4,1,3,13,0.535719711,124302.3136,0.071428571,4.113110538,0
43,Male,1077933,Premium,5719,Collision,17,2,1,6,1,0.291350747,34318.74407,0.230769231,6.000829528,0
42,Male,939280,Basic,22906,Theft,14,3,0,5,12,0.516952021,128008.193,0.2,5.588413212,1
27,Female,545535,Premium,28140,Theft,22,3,1,9,12,0.641875349,95655.13655,0.9,3.399258584,1
62,Male,480064,Premium,6069,Collision,2,4,1,5,3,0.821231485,36247.6121,0.111111111,5.972583967,0
36,Female,1504792,Premium,59714,Fire,18,4,0,3,7,0.50741075,242322.7146,0.157894737,4.058055307,1
28,Female,1220961,Gold,12749,Other,14,0,1,1,13,0.255656858,52764.23943,0.090909091,4.138696324,1
30,Female,1407935,Gold,17935,Theft,15,2,0,4,2,0.269208954,99871.41487,0.307692308,5.568520483,0
25,Male,983059,Basic,42655,Collision,21,2,1,10,13,0.909753415,191268.048,1.25,4.484070989,0
57,Female,325702,Basic,58826,Collision,21,4,0,2,6,0.3126177,180376.5993,0.05,3.066273404,0
21,Female,273527,Premium,49035,Fire,16,5,0,2,11,0.755215863,221887.1645,0.5,4.525077282,0
64,Female,1395087,Premium,35720,Theft,0,1,0,3,6,0.342053902,198227.2238,0.063829787,5.549474351,0
48,Female,1115108,Basic,32937,Collision,10,2,0,10,13,0.748505854,191873.6649,0.322580645,5.825474843,1
45,Male,949980,Premium,23540,Theft,5,3,1,10,14,0.170527357,149612.2054,0.357142857,6.355658682,0
28,Female,1028667,Basic,12944,Other,22,5,0,4,1,0.286653744,30839.03965,0.363636364,2.382496883,0
60,Male,883019,Gold,53702,Collision,8,4,0,10,11,0.467831162,196308.2541,0.23255814,3.655511044,0
18,Female,487120,Premium,17747,Collision,19,2,1,1,9,0.563784922,63336.24739,1,3.568842474,0
66,Male,1483887,Premium,15505,Other,15,0,1,5,3,0.417655956,56061.49343,0.102040816,3.615704188,0
64,Female,1069075,Premium,51217,Collision,5,4,0,5,0,0.616164695,120892.5756,0.106382979,2.360399391,0
69,Male,923225,Gold,16697,Fire,11,3,0,7,7,0.392832853,94626.40788,0.134615385,5.667270042,0
55,Female,1618351,Gold,41907,Other,18,0,1,1,9,0.710595051,181687.3416,0.026315789,4.335489098,0
41,Male,923666,Premium,20221,Fire,12,4,0,7,9,0.560086337,94346.42902,0.291666667,4.665764751,1
64,Male,1829561,Basic,59781,Other,12,4,1,7,8,0.734598346,211024.8009,0.14893617,3.529964384,0
48,Male,794670,Gold,12087,Other,3,2,1,3,0,0.487881065,41414.76167,0.096774194,3.42638882,1
58,Female,1003083,Premium,26462,Fire,8,0,0,6,10,0.888850123,136938.4557,0.146341463,5.174909521,1
63,Male,380116,Premium,27789,Other,13,4,1,6,6,0.443919496,112244.3816,0.130434783,4.039165914,0
67,Male,214633,Gold,38400,Theft,13,5,1,0,0,0.377320303,150935.3382,0,3.930607765,0
43,Male,279164,Basic,7199,Fire,16,3,0,0,11,0.601376516,19178.19259,0,2.664007861,0
66,Male,987001,Premium,52316,Other,4,0,1,7,0,0.558255209,187638.5282,0.142857143,3.586637515,0
67,Female,653116,Basic,49023,Fire,22,5,1,10,8,0.566288266,118088.2322,0.2,2.408833245,1
22,Male,1053941,Basic,26737,Other,18,2,0,0,9,0.816517082,50362.90648,0,1.88364089,0
37,Male,323425,Gold,57062,Other,1,1,1,2,9,0.629737092,250423.2092,0.1,4.388616053,0
69,Male,974508,Premium,54774,Theft,12,4,1,5,5,0.896738913,152371.5896,0.096153846,2.781823303,0
58,Female,1638242,Premium,11073,Theft,10,1,0,7,0,0.657187285,69853.65407,0.170731707,6.308466908,1
28,Male,495182,Basic,21744,Theft,1,4,1,4,6,0.11953103,94279.86685,0.363636364,4.335902633,0
50,Male,1428736,Gold,15559,Other,0,5,1,4,2,0.88335419,70490.8042,0.121212121,4.530548505,0
67,Male,1452825,Gold,37695,Theft,20,2,1,3,9,0.855806043,95219.4561,0.06,2.526050036,1
55,Male,405538,Gold,53865,Fire,2,2,1,3,3,0.143964881,114566.6067,0.078947368,2.126921132,0
44,Female,665432,Basic,13401,Other,11,2,0,6,13,0.212756013,63765.49713,0.222222222,4.758264095,0
51,Male,922153,Basic,16659,Fire,6,2,1,5,3,0.60072041,95664.18954,0.147058824,5.742492919,0
32,Male,1715578,Premium,46890,Theft,0,0,0,7,7,0.138567311,94790.55368,0.466666667,2.021551582,0
49,Female,1548858,Gold,18894,Other,8,0,1,10,0,0.470051181,81746.58535,0.3125,4.326589676,1
38,Female,1180814,Basic,34160,Fire,17,4,0,5,7,0.977824583,89391.83002,0.238095238,2.616856851,0
63,Female,401466,Gold,58095,Collision,23,0,1,10,8,0.255498535,287859.9618,0.217391304,4.954986864,1
22,Male,1224389,Basic,34272,Fire,19,4,0,9,10,0.285486241,163394.9903,1.8,4.767594254,0
23,Female,672243,Premium,59021,Other,5,0,0,6,6,0.708713543,123480.3997,1,2.092143469,1
55,Male,1732622,Gold,29512,Collision,8,0,1,9,0,0.139580388,130525.3745,0.236842105,4.422789866,0
39,Female,1435799,Basic,38645,Theft,22,0,1,9,14,0.838617545,230512.4103,0.409090909,5.964870236,1
35,Male,1097172,Gold,51543,Theft,7,3,0,4,6,0.279128037,195201.9999,0.222222222,3.787167994,1
31,Female,1884038,Basic,26179,Fire,22,2,0,5,5,0.578398748,79159.56477,0.357142857,3.023781075,0
27,Male,511416,Basic,15691,Theft,17,3,0,0,4,0.323886845,35085.11697,0,2.236002611,1
63,Female,337980,Basic,21110,Fire,14,0,0,2,4,0.692993743,120230.3915,0.043478261,5.695423569,0
30,Male,604060,Gold,40291,Fire,0,0,0,11,0,0.628494483,167803.3175,0.846153846,4.164784133,1
48,Male,1037887,Basic,50311,Fire,13,3,0,7,5,0.95179576,163872.3049,0.225806452,3.257186398,0
47,Male,1220669,Premium,34845,Fire,17,5,1,2,12,0.50104068,91138.75259,0.066666667,2.615547499,1
20,Male,1841311,Gold,44038,Other,18,4,1,0,14,0.887391066,240436.4923,0,5.459750496,0
47,Male,929887,Premium,29967,Other,18,2,0,2,3,0.618239653,124611.1772,0.066666667,4.158280016,0
23,Male,1587828,Premium,33478,Collision,9,4,0,11,13,0.923016387,80939.32359,1.833333333,2.417686946,0
46,Male,636282,Gold,10088,Collision,19,5,1,3,13,0.362639857,28530.78913,0.103448276,2.828190833,0
25,Male,426301,Basic,45332,Theft,20,2,0,7,0,0.594784943,248844.0361,0.875,5.48936813,0
61,Female,1157508,Premium,12066,Other,5,1,0,8,11,0.451026677,69871.11831,0.181818182,5.7907441,0
62,Male,1024765,Gold,44313,Collision,16,2,1,3,7,0.159307586,92802.72153,0.066666667,2.094254994,0
60,Male,1107651,Basic,7321,Other,13,4,1,11,7,0.616839222,49247.65103,0.255813953,6.726902203,0
61,Female,1593749,Gold,50900,Other,12,2,0,6,14,0.814805561,177746.2503,0.136363636,3.492067785,0
50,Male,1550417,Gold,29533,Theft,7,1,1,0,11,0.600583265,142970.5367,0,4.841043467,0
34,Female,1111952,Gold,29509,Theft,21,1,0,8,12,0.351407948,94571.45915,0.470588235,3.204834428,0
65,Male,611249,Basic,46098,Fire,9,0,1,10,10,0.337446133,159740.8965,0.208333333,3.465245706,0
28,Female,1190391,Premium,13294,Other,8,1,0,11,3,0.314054687,46842.20139,1,3.523559605,1
30,Female,255063,Premium,51321,Fire,4,3,0,3,12,0.981668466,139313.6831,0.230769231,2.714555115,0
67,Male,743628,Gold,43101,Fire,22,4,0,8,6,0.459297587,112262.2087,0.16,2.604631186,0
28,Female,787069,Gold,30059,Fire,3,3,0,2,2,0.385182787,52010.24227,0.181818182,1.730271874,0
48,Male,1259214,Basic,36248,Other,5,5,1,10,7,0.476621268,79565.72319,0.322580645,2.195037607,0
45,Male,417986,Gold,45626,Other,5,3,1,4,6,0.204218134,229943.7794,0.142857143,5.039753198,0
61,Male,1555044,Gold,25703,Fire,12,4,1,0,13,0.276417575,127695.1938,0,4.96810465,0
23,Male,1599076,Gold,43157,Other,3,5,0,10,4,0.558011928,106028.1197,1.666666667,2.456800049,1
58,Female,421668,Premium,56000,Fire,21,3,1,2,4,0.818962448,238608.5366,0.048780488,4.260866726,1
33,Male,494786,Gold,8205,Collision,7,3,0,4,8,0.888784021,46779.54575,0.25,5.701346222,0
21,Female,715518,Premium,39929,Other,4,5,0,5,5,0.879386291,78082.86441,1.25,1.955542699,0
52,Female,749666,Basic,22848,Theft,1,3,1,7,14,0.950275782,59864.16825,0.2,2.620105403,1
65,Male,1584406,Basic,38411,Theft,8,1,1,0,5,0.213194371,146620.7908,0,3.817156305,0
43,Male,505019,Premium,19986,Fire,10,4,0,2,1,0.136873256,63390.08707,0.076923077,3.171724561,0
29,Male,1366747,Premium,16628,Collision,19,4,0,0,10,0.195158096,76459.90976,0,4.598262555,0
28,Male,1610781,Premium,43119,Other,19,4,1,4,4,0.640668028,168866.3526,0.363636364,3.916286384,0
54,Female,1987665,Premium,9553,Fire,10,3,1,7,11,0.600507087,31514.89767,0.189189189,3.298952965,0
42,Male,788665,Gold,11518,Collision,6,1,1,3,3,0.704089057,54775.43792,0.12,4.755637951,0
35,Female,984627,Premium,43491,Collision,13,4,1,10,9,0.433981576,120210.8903,0.555555556,2.764040614,0
36,Male,778979,Premium,12946,Other,5,2,1,8,14,0.452429925,54606.67039,0.421052632,4.218034172,0
40,Male,1238240,Premium,5610,Theft,3,4,0,5,2,0.591017581,33439.57649,0.217391304,5.960708821,1
55,Male,1706095,Gold,9302,Theft,5,0,0,5,8,0.171150502,54149.79653,0.131578947,5.821306873,1
35,Male,1702631,Gold,39311,Collision,2,2,0,10,10,0.81988495,133343.7694,0.555555556,3.39202181,0
43,Female,511207,Gold,39234,Theft,22,4,1,4,11,0.930569993,84353.9585,0.153846154,2.150021882,1
23,Female,816070,Basic,46876,Collision,5,3,0,9,6,0.448610681,231130.7359,1.5,4.930683845,1
21,Male,278343,Gold,19656,Collision,2,4,1,4,14,0.765615185,110903.4057,1,5.642216408,1
61,Female,545215,Premium,44004,Collision,0,1,1,10,3,0.593951248,252240.3664,0.227272727,5.73221449,0
68,Female,1122996,Gold,51487,Theft,20,1,1,6,8,0.312407735,155686.3167,0.117647059,3.023798565,0
46,Male,845687,Gold,55333,Fire,17,4,0,7,8,0.161018011,124911.9297,0.24137931,2.257458112,0
51,Male,755645,Premium,56298,Theft,22,3,0,6,11,0.32130902,310100.6735,0.176470588,5.508200531,1
34,Female,1713630,Gold,23656,Fire,22,3,0,0,14,0.644415539,80311.42872,0,3.394970778,1
60,Female,641913,Basic,46811,Theft,3,3,0,0,6,0.136206798,90730.17335,0,1.938223352,0
60,Female,794571,Gold,9536,Other,5,4,1,9,4,0.852571658,48829.50084,0.209302326,5.120543293,1
33,Female,259567,Basic,54871,Other,16,4,1,5,12,0.973275574,137623.5857,0.3125,2.508129717,0
19,Male,509150,Basic,58832,Theft,17,0,0,2,8,0.175151721,178855.0221,1,3.040097602,1
51,Male,437778,Basic,47974,Other,5,1,0,11,13,0.322028138,156434.9369,0.323529412,3.260827468,1
25,Female,1390334,Premium,24856,Other,1,2,1,8,12,0.708070254,153444.0095,1,6.173318696,0
30,Male,1834470,Gold,41410,Other,11,2,0,10,6,0.825472291,186043.9745,0.769230769,4.492730608,0
59,Female,1529611,Basic,49830,Other,11,1,0,6,8,0.411394683,185771.1103,0.142857143,3.728097738,0
25,Female,1693907,Basic,21447,Fire,3,5,1,1,10,0.563714587,82744.29104,0.125,3.858082298,0
47,Male,826020,Gold,50823,Collision,15,0,0,11,2,0.902583463,216540.8975,0.366666667,4.260687041,1
49,Female,916079,Premium,38327,Fire,19,1,0,2,10,0.445958508,199290.7496,0.0625,5.19974821,1
53,Female,1212968,Premium,39501,Collision,9,0,0,7,8,0.173384446,96817.28535,0.194444444,2.451008464,0
64,Male,1190534,Basic,13861,Collision,9,5,1,0,0,0.99540471,54037.5544,0,3.898532169,1
47,Male,1154227,Premium,25278,Theft,6,0,0,4,4,0.262252185,78493.55781,0.133333333,3.105212351,1
18,Female,1016309,Gold,6542,Theft,13,3,0,9,12,0.143903636,44265.453,9,6.76634867,1
60,Female,449465,Premium,47231,Theft,6,1,1,0,12,0.469588238,174658.3011,0,3.697958991,0
56,Male,424589,Gold,7415,Theft,11,2,1,11,1,0.209317169,29010.34779,0.282051282,3.912386755,0
34,Female,738314,Basic,48751,Theft,10,4,1,8,0,0.980860046,198709.4321,0.470588235,4.076007304,1
37,Female,1531142,Gold,17905,Fire,16,5,1,6,13,0.44271447,93151.39689,0.3,5.202535431,0
41,Male,495625,Basic,26601,Fire,10,5,1,4,2,0.84323002,73076.84869,0.166666667,2.747146675,0
67,Male,833672,Gold,43155,Other,20,4,1,5,6,0.258944851,93680.16805,0.1,2.170783641,0
39,Male,1501347,Gold,26563,Fire,2,1,1,10,14,0.224933281,84332.14676,0.454545455,3.174797529,1
46,Male,258031,Premium,45955,Fire,18,4,0,2,2,0.684363817,189917.9122,0.068965517,4.132693118,1
39,Male,554398,Gold,11643,Theft,21,0,1,2,9,0.918379122,46797.11697,0.090909091,4.019334962,0
61,Male,792520,Basic,53435,Other,3,4,1,6,9,0.203082809,278602.7327,0.136363636,5.213862312,0
26,Female,1915948,Gold,29044,Fire,7,0,1,6,10,0.630328569,90674.81452,0.666666667,3.121980943,0
54,Female,542368,Basic,16246,Fire,13,0,0,6,8,0.176445542,61094.52319,0.162162162,3.760588649,0
27,Male,616673,Basic,7458,Other,19,2,0,1,2,0.83094665,29439.79125,0.1,3.947411001,0
53,Male,663788,Gold,11028,Collision,23,4,1,1,10,0.918375322,43334.26323,0.027777778,3.929476172,0
54,Female,960791,Premium,43215,Theft,13,2,1,10,5,0.665914873,177008.5166,0.27027027,4.095997144,0
45,Female,1219526,Gold,58711,Fire,15,4,1,11,14,0.719508792,184858.5743,0.392857143,3.148619071,1
45,Female,287695,Gold,56901,Fire,14,0,0,4,1,0.149892818,129786.5037,0.142857143,2.280917799,0
59,Male,1378642,Premium,39716,Other,11,4,1,3,7,0.165679468,195191.9373,0.071428571,4.91469275,1
60,Male,1387558,Basic,11306,Fire,15,5,0,6,9,0.2617035,32236.08864,0.139534884,2.851237276,0
38,Female,1513413,Gold,46019,Theft,19,5,0,2,14,0.346445621,147082.3871,0.095238095,3.196123059,0
41,Male,1888177,Premium,45860,Fire,18,2,1,4,4,0.783870505,92823.00104,0.166666667,2.024051484,1
59,Male,753098,Premium,32678,Collision,4,3,0,1,1,0.491886322,147263.9613,0.023809524,4.506516961,0
57,Male,744380,Basic,29908,Theft,11,5,1,0,13,0.170424718,95089.06851,0,3.179385733,1
19,Female,1730571,Premium,17363,Collision,4,2,0,8,13,0.867380556,46631.51197,4,2.685682887,1
25,Female,1830969,Basic,19066,Other,9,3,0,3,6,0.994444032,41885.55844,0.375,2.196871837,1
65,Male,1934441,Gold,53897,Theft,16,1,0,7,2,0.509523663,135160.9784,0.145833333,2.50776441,0
44,Male,1452876,Premium,53544,Fire,14,2,1,11,13,0.560587605,271854.421,0.407407407,5.077215393,1
39,Male,490699,Gold,37711,Theft,7,5,0,6,4,0.170658495,188119.2758,0.272727273,4.9884457,0
54,Male,796222,Premium,5189,Theft,7,5,0,11,10,0.444715688,49969.1902,0.297297297,9.629830449,0
44,Male,1845652,Premium,16752,Theft,7,4,1,0,8,0.434623924,45271.7874,0,2.702470595,0
46,Female,1063689,Gold,12482,Collision,9,3,0,9,0,0.969212362,35240.50118,0.310344828,2.823305655,0
20,Male,1653617,Premium,21679,Other,19,5,0,10,14,0.694388358,79070.47285,3.333333333,3.647330267,0
61,Male,1732579,Gold,29552,Theft,12,4,1,6,1,0.803964844,74965.95426,0.136363636,2.536747234,0
30,Male,695707,Gold,5799,Fire,15,3,1,1,4,0.215498846,28676.66002,0.076923077,4.945104332,0
62,Female,355223,Basic,30381,Theft,8,2,1,2,13,0.475234194,172857.4689,0.044444444,5.689656986,0
27,Female,1900932,Gold,14934,Theft,15,2,0,0,3,0.272397522,40210.423,0,2.692542052,0
53,Male,1772900,Basic,24084,Other,9,4,0,6,0,0.87417008,76785.19666,0.166666667,3.188224409,1
26,Female,1604668,Gold,46556,Fire,2,2,0,2,13,0.237135138,144720.258,0.222222222,3.108520019,0
44,Female,763339,Premium,14909,Fire,22,4,0,5,6,0.494984097,83968.79432,0.185185185,5.632087619,0
51,Female,691513,Gold,30931,Collision,21,0,0,11,8,0.148285254,138411.3031,0.323529412,4.474840873,0
68,Female,280738,Premium,50183,Fire,13,3,1,6,0,0.670864865,279782.7299,0.117647059,5.575249187,1
18,Female,535740,Basic,30868,Fire,12,4,0,2,7,0.533732275,130238.968,2,4.219222755,1
49,Female,1832935,Premium,48558,Fire,3,3,1,1,8,0.548170095,215441.9122,0.03125,4.436795425,0
42,Male,330613,Gold,18846,Theft,3,0,0,8,1,0.19145702,47490.78052,0.32,2.519939537,1
46,Female,273601,Premium,27257,Collision,5,3,0,8,12,0.562583067,162645.3059,0.275862069,5.967102245,1
24,Female,1278449,Basic,33013,Fire,23,4,1,6,0,0.607405142,141455.6157,0.857142857,4.28484584,1
66,Male,1940584,Premium,42482,Fire,18,2,0,4,5,0.966556078,160616.2592,0.081632653,3.780807382,1
20,Male,1320044,Premium,27875,Fire,10,3,0,3,13,0.129900415,96008.02192,1,3.44423397,0
37,Male,1012902,Gold,29717,Theft,7,3,1,3,6,0.930442249,61234.28088,0.15,2.060580842,0
37,Male,1969065,Gold,16408,Theft,13,5,1,0,1,0.531608012,33863.83064,0,2.063860961,0
47,Female,1256904,Premium,40607,Collision,7,5,0,3,4,0.289103073,69310.12745,0.1,1.706851711,1
52,Female,337405,Basic,41281,Other,13,0,1,6,4,0.698991475,237829.5978,0.171428571,5.761236352,0
52,Female,975807,Premium,32326,Collision,22,1,0,4,6,0.565346996,159159.3933,0.114285714,4.923572151,1
66,Female,321173,Basic,18601,Theft,6,2,1,8,11,0.304079515,104735.1144,0.163265306,5.63061741,0
56,Male,246638,Basic,6135,Fire,20,4,0,3,10,0.664144161,36618.91444,0.076923077,5.96885321,0
44,Female,997700,Basic,27741,Fire,17,0,1,10,0,0.525936048,110329.8429,0.37037037,3.977140076,1
43,Female,1450251,Premium,16913,Collision,11,4,1,2,9,0.720113157,38836.21644,0.076923077,2.296234639,0
31,Male,1362496,Basic,15101,Fire,13,4,0,5,7,0.720169235,38016.83918,0.357142857,2.517504746,0
34,Female,610261,Premium,23631,Theft,14,3,1,3,4,0.525533787,128565.8584,0.176470588,5.440559366,0
35,Female,1944677,Basic,11548,Collision,17,0,1,10,11,0.45171659,37836.52516,0.555555556,3.276456977,1
62,Female,1684562,Basic,42284,Other,11,0,1,1,2,0.156919817,184169.4611,0.022222222,4.355535454,1
69,Female,207887,Premium,41870,Theft,9,5,0,4,12,0.544461938,180079.313,0.076923077,4.300915047,1
46,Male,953266,Gold,53985,Theft,11,2,1,3,12,0.318803526,199712.101,0.103448276,3.699399852,0
37,Male,1222658,Gold,55700,Fire,7,1,1,4,8,0.147922718,310768.9908,0.2,5.579335562,0
44,Male,1273494,Premium,32215,Theft,5,4,1,11,10,0.397342207,95353.31982,0.407407407,2.959904387,1
35,Male,1021929,Premium,42279,Theft,23,2,0,8,2,0.178722117,209223.0034,0.444444444,4.948627059,1
21,Male,555706,Gold,24215,Other,18,5,0,3,6,0.621767641,109187.4241,0.75,4.509082144,0
18,Female,916369,Gold,30582,Fire,0,2,1,5,9,0.553302158,177073.2929,5,5.790114868,1
67,Female,1522649,Gold,19024,Theft,12,4,0,3,11,0.813186098,109615.1297,0.06,5.761939113,0
18,Male,1755084,Premium,16413,Fire,21,3,1,0,6,0.340870189,36060.46169,0,2.197067062,0
43,Male,1875065,Basic,21319,Theft,15,3,0,1,13,0.434376159,66219.32919,0.038461538,3.106117979,0
62,Male,720337,Premium,24446,Other,17,4,1,5,9,0.72005535,131863.639,0.111111111,5.394078337,0
37,Female,1217977,Gold,50483,Fire,11,5,0,7,11,0.993650068,137898.3731,0.35,2.731580396,0
69,Male,934459,Basic,45743,Fire,4,5,1,8,7,0.913752782,153376.6381,0.153846154,3.353007851,0
40,Female,1627286,Premium,57204,Other,20,0,1,3,14,0.568742409,240536.5481,0.130434783,4.204890359,0
27,Female,490690,Gold,37036,Collision,12,1,0,5,9,0.710152566,150946.3209,0.5,4.075664783,1
28,Female,1238646,Premium,17621,Theft,7,3,1,2,7,0.578730094,78084.01276,0.181818182,4.431304282,1
58,Female,409496,Basic,15511,Theft,5,1,1,11,3,0.491324979,85534.15967,0.268292683,5.514419423,0
58,Male,892698,Gold,24923,Collision,2,2,1,8,13,0.642067921,128537.0379,0.195121951,5.157366203,1
22,Female,1676075,Premium,15558,Fire,19,2,0,7,0,0.447849303,79736.68437,1.4,5.125124333,1
18,Female,806782,Basic,37235,Fire,3,4,1,11,3,0.35216952,221552.8396,11,5.950123261,0
34,Male,1719962,Basic,5526,Other,11,4,1,0,5,0.735106513,18671.00505,0,3.378755891,0
39,Female,1988723,Premium,56959,Other,12,4,1,1,9,0.884776072,101505.7439,0.045454545,1.782084375,0
51,Female,508710,Basic,6753,Other,1,5,0,9,10,0.359221875,38052.96073,0.264705882,5.634971232,1
62,Female,547608,Gold,31248,Collision,18,3,1,8,12,0.736202456,178811.6985,0.177777778,5.722340582,1
